"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"59",59,"sit","TD_445_217","TD",0.611111111,0.194444444,2.305555556,1.416666667,0.222222222,3.194444444,4.210526316,1.263157895,1.368421053,0.263157895,3.684210526,1.336899992,0.888640838,1.894645756,1.887931597,0.959497223,1.737312283,0.976328005,1.593113836,1.570934835,0.733492806,1.701392618,3.194444444,3.632795237,0.377622378,"Visual",4.210526316,5.056034881,0.365853659,"Foot_leg",4.210526316,5.616708394,0.214374902,"Foot_leg","random","Word3",3196,"C","FA1","Amodal"
"60",60,"your","TD_465_541","TD",1.166666667,0.166666667,0.666666667,1.277777778,0.166666667,1,0.857142857,1,1.80952381,1.476190476,0.619047619,1.653872461,0.707106781,1.283377896,1.934381055,0.707106781,1.644956642,1.768776817,1.760681686,2.182178902,1.9136104,1.499206139,1.277777778,1.707666276,0.25,"Interoceptive",1.80952381,2.224576654,0.20661157,"Head",1.80952381,2.519244605,0.16096423,"Head","high-volubility","Word3",12702,"C","FA1","Amodal"
"61",61,"to","VI_013_206","VI",1.1875,0,0.1875,0.5,0.25,1.1875,1.421052632,1.421052632,1.842105263,1.736842105,0.684210526,1.905037182,0,0.75,0.894427191,1,1.939716474,2.036221705,2.008752777,2.242596657,2.18179603,1.66842013,1.1875,1.517764762,0.358490566,"Auditory",1.842105263,2.598714078,0.162962963,"Head",1.842105263,2.760949066,0.176823492,"Head","random","Word7",26620,"C","FA1","Amodal"
"62",62,"the","VI_014_242","VI",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","high-volubility","Word9",38757,"C","FA1","Amodal"
"63",63,"have","TD_436_678","TD",1.45,0.85,1.8,1.1,0.5,2.45,0.736842105,2.210526316,1.894736842,1.263157895,0.684210526,1.571958216,1.598519051,2.015727634,1.744163199,0.945905303,1.848897253,1.446916463,2.123386901,1.882514183,1.726978906,1.529438226,2.45,2.949406181,0.239263804,"Visual",2.210526316,2.72969301,0.224806202,"Hand_arm",2.45,3.582955147,0.130526687,"Visual","random","Word3",7983,"A","FA4","Amodal"
"64",64,"because","VI_003_405","VI",1.421052632,0.052631579,0.052631579,0.631578947,0.052631579,0.684210526,0.05,0.3,1.6,1.1,0.05,1.952656011,0.229415734,0.229415734,1.422459775,0.229415734,1.293257368,0.223606798,1.128576187,2.112618729,1.744163199,0.223606798,1.421052632,1.509910457,0.472727273,"Auditory",1.6,1.760266187,0.5,"Head",1.6,2.072086279,0.25856014,"Head","random","Word1",33487,"C","MA1","Amodal"
"65",65,"in","VI_005_263","VI",0.7,0.3,1.55,0.9,0.45,2.65,2,2,2.578947368,1.789473684,1.789473684,1.260743306,0.732695097,1.468081455,1.293709477,0.998683344,2.033275812,1.972026594,1.855921454,2.008752777,1.843274483,2.043388998,2.65,2.865286691,0.358778626,"Visual",2.578947368,3.54666918,0.077720207,"Head",2.65,4.084388143,0.140652071,"Visual","random","Word4",28363,"A","FA1","Amodal"
"66",66,"tickle","VI_001_676","VI",0.875,0,4,3.0625,0.125,1.8125,2.5,4.111111111,1.333333333,0.944444444,2.722222222,1.408308678,0,1.505545305,2.112463017,0.341565026,2.072639219,2.093407018,1.640978506,1.84709629,1.304842664,1.964555198,4,4.631496531,0.405063291,"Haptic",4.111111111,4.769447958,0.272727273,"Hand_arm",4.111111111,5.923498898,0.191338074,"Hand_arm","random","Word4",41010,"C","FA2","Multimodal"
"67",67,"you","TD_474_966","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word2",14726,"C","FA1","Multimodal"
"68",68,"his","TD_465_541","TD",1.444444444,0.222222222,1.027777778,0.833333333,0.75,2.75,0.483870968,1.032258065,2.161290323,1.096774194,0.516129032,2.076321534,0.897969491,1.698505412,1.576614818,1.338976155,2.061552813,1.121634752,1.580798764,2.050963582,1.513381175,1.261506183,2.75,2.958990656,0.359683794,"Visual",2.161290323,2.337129077,0.317073171,"Head",2.75,3.381724794,0.205208409,"Visual","random","Word5",12481,"C","FA1","Amodal"
"69",69,"face","TD_465_541","TD",0.25,0.35,3.1,0.45,0.3,4.95,0.1,0.8,4.6,2.85,0.2,0.910465468,0.812727701,1.943951483,1.145931017,0.801314709,0.223606798,0.307793506,1.23969436,0.753937035,2.058998223,0.695852374,4.95,5.328069894,0.5,"Visual",4.6,4.946170899,0.526315789,"Head",4.95,6.481296331,0.270194986,"Visual","random","Word10",12819,"C","FA1","Multimodal"
"70",70,"say","VI_002_336","VI",3.9,0.3,0.25,1.1,0.25,1.15,0,0.2,1.7,4.05,0.25,1.447320573,1.128576187,1.118033989,1.774082417,1.118033989,1.843195166,0,0.695852374,1.949358869,1.605090586,0.786397516,3.9,3.962761164,0.525179856,"Auditory",4.05,4.147935297,0.653225806,"Mouth",4.05,5.112080487,0.307984791,"Mouth","high-volubility","Word4",37298,"A","MA2","Auditory"
"71",71,"all","VI_033_820","VI",2.125,0.8125,2.0625,1.3125,0.8125,3.25,1.571428571,2.047619048,2.666666667,2,1.523809524,2.276693509,1.682012683,2.112463017,2.023816527,1.682012683,1.807392228,2.014235055,2.108937896,2.352303835,2.19089023,2.112322126,3.25,3.826573889,0.234939759,"Visual",2.666666667,3.502497543,0.116504854,"Head",3.25,4.626035418,0.120760838,"Visual","random","Word1",31997,"C","FA1","Amodal"
"72",72,"love","TD_443_341","TD",2.055555556,0.722222222,3,4.388888889,1.055555556,2.666666667,1.5,2.444444444,3.666666667,3.611111111,3.333333333,2.013840996,1.319784098,1.782265577,1.334558261,1.589384721,2,2.065116433,2.202197358,1.909727421,1.85151413,1.909727421,4.388888889,5.201644285,0.264,"Interoceptive",3.666666667,5.329818608,0.148854962,"Head",4.388888889,6.63538846,0.12890625,"Interoceptive","high-volubility","Word4",4832,"A","FA1","Multimodal"
"73",73,"why","TD_448_304","TD",2.3125,0.5,0.625,1.1875,0.4375,1.5625,0.15,0.6,1.45,1.25,0.15,2.088659857,1.316561177,0.885061203,1.424488212,0.892094913,1.631716887,0.670820393,1.231174023,2.01246118,1.831737743,0.670820393,2.3125,2.635633361,0.283018868,"Auditory",1.45,1.735194828,0.361111111,"Head",2.3125,2.865671085,0.211491443,"Auditory","random","Word4",15576,"A","FA2","Amodal"
"74",74,"go","VI_012_562","VI",1.736842105,0.473684211,0.736842105,1.894736842,0.578947368,2.421052632,3.6,1.95,2.6,1.75,1.75,1.939132259,1.306752593,1.446916463,2.078854835,1.346426937,2.090076805,1.846761034,1.820208201,1.875043859,1.996707817,1.888329811,2.421052632,2.997514045,0.248322148,"Visual",3.6,4.35092903,0.158798283,"Foot_leg",3.6,4.781213604,0.160388821,"Foot_leg","random","Word3",23583,"C","FA2","Amodal"
"75",75,"mouse","TD_474_966","TD",2.743589744,0.051282051,1.743589744,0.282051282,0.692307692,4.076923077,0.142857143,1.857142857,1.619047619,0.142857143,0.142857143,2.048336279,0.223455865,1.772864894,0.944477521,1.624708009,1.475851501,0.358568583,1.930950913,1.745743122,0.478091444,0.478091444,4.076923077,4.547974545,0.419786096,"Visual",1.857142857,2.200690437,0.43902439,"Hand_arm",4.076923077,4.713626718,0.298317047,"Visual","high-volubility","Word7",14640,"C","FA1","Multimodal"
"76",76,"well","VI_012_562","VI",0.705882353,0.117647059,0.352941176,2,0.058823529,2,0.85,1.3,2.1,1.7,0.9,1.159994929,0.48507125,0.861769725,2.121320344,0.242535625,1.936491673,1.565247584,1.838191331,2.149663376,2.054520049,1.518309309,2,2.540539947,0.370786517,"Interoceptive",2.1,2.606793133,0.182481752,"Head",2.1,3.243153771,0.168897542,"Head","random","Word1",24337,"A","FA1","Amodal"
"77",77,"cut","TD_436_678","TD",0.95,0.05,3.45,2.15,0.1,3.25,1.263157895,4.210526316,1.842105263,1.052631579,1.315789474,1.276302225,0.223606798,1.820208201,2.134306247,0.307793506,1.773340588,1.726978906,1.272746259,1.92247404,1.580213917,1.66842013,3.45,4.417229706,0.341708543,"Haptic",4.210526316,4.420107607,0.326086957,"Hand_arm",4.210526316,5.567174243,0.21190189,"Hand_arm","high-volubility","Word1",8679,"C","MC1","Amodal"
"78",78,"made","TD_449_716","TD",0.789473684,0.263157895,1.526315789,0.263157895,0,2.368421053,0.9,2.25,2.15,0.95,1.25,1.43677677,0.933458638,2.143942916,0.933458638,0,2.216366554,1.682729612,2.048748013,2.058998223,1.571958216,1.650358813,2.368421053,2.589789004,0.454545455,"Visual",2.25,2.918881945,0.18,"Hand_arm",2.368421053,3.482586519,0.186335404,"Visual","random","Word3",21378,"A","FA2","Amodal"
"79",79,"wrote","VI_005_411","VI",0.578947368,0.263157895,1.842105263,0.736842105,0.368421053,3.789473684,0.368421053,3.210526316,1.789473684,0.473684211,0.263157895,1.261207071,1.147078669,1.951158001,1.557851272,1.164785451,1.357241785,1.011628298,2.070398442,1.750522061,1.020262551,0.733492806,3.789473684,3.943594053,0.465277778,"Visual",3.210526316,3.391131151,0.482758621,"Hand_arm",3.789473684,4.646654156,0.257692308,"Visual","high-volubility","Word4",29031,"C","FA1","Multimodal"
"80",80,"a","TD_477_217","TD",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","random","Word3",11020,"A","FA1","Amodal"
"81",81,"in","TD_473_844","TD",0.7,0.3,1.55,0.9,0.45,2.65,2,2,2.578947368,1.789473684,1.789473684,1.260743306,0.732695097,1.468081455,1.293709477,0.998683344,2.033275812,1.972026594,1.855921454,2.008752777,1.843274483,2.043388998,2.65,2.865286691,0.358778626,"Visual",2.578947368,3.54666918,0.077720207,"Head",2.65,4.084388143,0.140652071,"Visual","high-volubility","Word2",19951,"C","MA1","Amodal"
"82",82,"eight","TD_444_402","TD",2,0.157894737,1,0.315789474,0.157894737,3.526315789,1,1.647058824,2.705882353,1.764705882,0.882352941,2.236067977,0.688247202,1.598610508,0.820069887,0.501459857,1.806421295,1.903943276,2.234423205,2.338928865,2.107409896,1.833110503,3.526315789,3.753655914,0.470588235,"Visual",2.705882353,3.156931076,0.227941176,"Head",3.526315789,4.385617803,0.222222222,"Visual","high-volubility","Word4",22418,"A","FA1","Multimodal"
"83",83,"we","TD_463_254","TD",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","high-volubility","Word6",834,"C","FA1","Multimodal"
"84",84,"want","TD_447_448","TD",0.8125,0.6875,0.75,3.375,0.9375,2.375,0.578947368,1.210526316,3.578947368,1.789473684,1.105263158,1.470544117,1.138346754,1.483239697,1.784189825,1.481834449,2.156385865,0.96123702,1.548438187,1.70996392,1.652571981,1.663154193,3.375,3.778526657,0.300699301,"Interoceptive",3.578947368,3.800430575,0.363057325,"Head",3.578947368,4.774483755,0.174411933,"Head","high-volubility","Word10",18245,"A","FA2","Amodal"
"85",85,"sit","TD_443_341","TD",0.611111111,0.194444444,2.305555556,1.416666667,0.222222222,3.194444444,4.210526316,1.263157895,1.368421053,0.263157895,3.684210526,1.336899992,0.888640838,1.894645756,1.887931597,0.959497223,1.737312283,0.976328005,1.593113836,1.570934835,0.733492806,1.701392618,3.194444444,3.632795237,0.377622378,"Visual",4.210526316,5.056034881,0.365853659,"Foot_leg",4.210526316,5.616708394,0.214374902,"Foot_leg","random","Word6",5119,"C","FA1","Amodal"
"86",86,"you","VI_004_415","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word2",25135,"C","FA1","Multimodal"
"87",87,"just","VI_033_820","VI",1.65,0,0.15,1.8,0,2.05,0.631578947,0.947368421,2.578947368,2.157894737,0.578947368,1.87153188,0,0.670820393,1.989445837,0,1.761428846,1.382852379,1.649029486,2.11649053,1.979426345,1.304513084,2.05,2.665712984,0.362831858,"Visual",2.578947368,3.054450592,0.290076336,"Head",2.578947368,3.620043451,0.205580029,"Head","high-volubility","Word3",31067,"A","FA1","Amodal"
"88",88,"home","TD_463_254","TD",1.090909091,0.318181818,2.090909091,1.727272727,1.681818182,4,2.052631579,2.736842105,4.421052632,2.105263158,2.157894737,1.1916012,0.646334989,1.900102526,1.750695595,1.585240364,1.48002574,2.197819227,2.281376418,1.304513084,2.306867449,2.242596657,4,4.386148652,0.3375,"Visual",4.421052632,5.129165041,0.17578125,"Head",4.421052632,6.030601353,0.168269231,"Head","high-volubility","Word5",856,"C","FA1","Multimodal"
"89",89,"you","VI_005_263","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word2",27835,"C","MA1","Multimodal"
"90",90,"much","VI_033_820","VI",1.875,0.8125,1.4375,0.9375,0.6875,3.0625,0.476190476,1.142857143,1.80952381,0.761904762,0.380952381,2.028957039,1.721191448,1.998958062,1.806239187,1.701714821,2.174664725,1.123345344,1.651838802,1.88730092,1.374945886,1.023532631,3.0625,3.419109779,0.269503546,"Visual",1.80952381,2.001941749,0.3125,"Head",3.0625,3.634084265,0.200355793,"Visual","random","Word3",31736,"C","FA1","Amodal"
"91",91,"and","VI_015_195","VI",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","high-volubility","Word1",44906,"A","FA2","Amodal"
"92",92,"say","VI_015_195","VI",3.9,0.3,0.25,1.1,0.25,1.15,0,0.2,1.7,4.05,0.25,1.447320573,1.128576187,1.118033989,1.774082417,1.118033989,1.843195166,0,0.695852374,1.949358869,1.605090586,0.786397516,3.9,3.962761164,0.525179856,"Auditory",4.05,4.147935297,0.653225806,"Mouth",4.05,5.112080487,0.307984791,"Mouth","high-volubility","Word1",44891,"C","FA2","Auditory"
"93",93,"cough","VI_015_195","VI",4,1,0.875,3.6875,0.9375,2.875,0.05,0.4,0.95,4.7,2.15,1.264911064,1.712697677,1.408308678,1.400892573,1.436140662,1.62788206,0.223606798,0.820782682,1.431782106,0.732695097,1.899445903,4,5.197421377,0.23364486,"Auditory",4.7,4.858469984,0.563636364,"Mouth",4.7,6.342003705,0.215028902,"Mouth","random","Word8",45265,"A","FA1","Multimodal"
"94",94,"you","VI_047_440","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word1",43463,"A","FA1","Multimodal"
"95",95,"like","VI_012_562","VI",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","random","Word2",24220,"A","FA1","Amodal"
"96",96,"as","TD_473_844","TD",1.294117647,0.176470588,0.352941176,0.411764706,0.235294118,1.117647059,0.333333333,0.333333333,1.277777778,0.444444444,0.388888889,1.862951485,0.52859414,0.861769725,0.870260272,0.664211164,1.691240408,0.9701425,0.9701425,1.742397117,0.983524408,0.978527639,1.294117647,1.546081712,0.31147541,"Auditory",1.277777778,1.321330022,0.34,"Head",1.294117647,1.817386315,0.175564682,"Auditory","high-volubility","Word8",21049,"A","MA3","Amodal"
"97",97,"there","VI_007_204","VI",0.8125,0,0.625,0.4375,0,2.8125,1.222222222,1.333333333,2.166666667,0.833333333,0.555555556,1.327591805,0,0.885061203,0.892094913,0,1.721191448,1.895988197,1.714985851,2.176073096,1.504893977,1.338226316,2.8125,2.848458067,0.6,"Visual",2.166666667,2.472641804,0.263636364,"Head",2.8125,3.368721177,0.260450161,"Visual","random","Word6",40023,"C","FA1","Amodal"
"98",98,"you","VI_013_206","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word3",25951,"A","FC1","Multimodal"
"99",99,"smile","VI_037_868","VI",0.55,0.3,1.05,2,0.25,4.7,0.105263158,0.105263158,1.736842105,4.315789474,0.210526316,1.394538218,1.128576187,1.571958216,1.806421295,1.118033989,0.656946685,0.458831468,0.458831468,1.880960312,1.249561327,0.630603535,4.7,4.837290919,0.502824859,"Visual",4.315789474,4.407787845,0.650406504,"Mouth",4.7,5.836577639,0.29984544,"Visual","high-volubility","Word3",39335,"C","FA1","Visual"
"100",100,"off","TD_472_829","TD",1,0.611111111,1.333333333,0.777777778,0.222222222,2.388888889,0.947368421,2.526315789,1.894736842,1.052631579,0.684210526,1.236693885,1.460817212,1.782265577,1.477500097,0.732084498,2.145827384,1.682382048,2.010207868,1.997073883,1.682382048,1.376494403,2.388888889,2.606736131,0.342105263,"Visual",2.526315789,2.934224726,0.259259259,"Hand_arm",2.526315789,3.502737545,0.171453438,"Hand_arm","high-volubility","Word3",10088,"C","FA1","Amodal"
"101",101,"another","TD_436_678","TD",1.375,0.375,1.0625,0.375,0.4375,2.4375,0.388888889,1.611111111,2.111111111,0.722222222,0.388888889,1.707825128,0.619139187,1.289379696,0.806225775,0.81394103,1.896268265,1.144752164,2.090282528,2.13896316,1.487420015,1.036900863,2.4375,2.643377745,0.340206186,"Visual",2.111111111,2.415012839,0.329787234,"Head",2.4375,3.193067904,0.182769231,"Visual","random","Word3",6966,"C","MA1","Amodal"
"102",102,"they","TD_474_966","TD",2.5625,0.3125,0.5,1.0625,0.5,3.0625,1,2.263157895,3.105263158,2.263157895,1,1.931105038,1.25,1.414213562,1.913765921,1.414213562,1.982212568,1.699673171,1.995609215,1.911797782,2.281376418,1.795054936,3.0625,3.609575764,0.34375,"Visual",3.105263158,3.805860244,0.218579235,"Head",3.105263158,4.674702689,0.158395522,"Head","high-volubility","Word1",14786,"C","FA1","Amodal"
"103",103,"get","TD_473_844","TD",1.470588235,0.647058824,1.529411765,1,0.588235294,2.470588235,1,2.952380952,1.571428571,0.952380952,0.666666667,1.699913493,1.497547014,1.940285,1.732050808,1.416810835,1.940285,1.378404875,1.986861608,1.85933936,1.687488977,1.238278375,2.470588235,2.856678004,0.244274809,"Visual",2.952380952,3.167349842,0.32,"Hand_arm",2.952380952,3.804966247,0.159215242,"Hand_arm","high-volubility","Word1",19690,"A","FC1","Amodal"
